,bathrooms,bedrooms,finishedsqft,numrooms,yearbuilt,price,trans_score,walkscore_score
564,2.0,3,1930,,1968,590000,41.0,35.0
565,2.5,3,2100,7,1999,1400000,39.0,70.0
566,2.0,4,2079,6,1948,1200000,50.0,82.0
567,2.0,2,998,4,1987,279000,42.0,52.0
568,3.5,5,2900,15,1924,800000,31.0,27.0
569,3.5,3,1735,,1998,675000,49.0,69.0
570,1.75,2,1087,9,1985,220000,30.0,38.0
571,2.5,2,1152,,1976,299888,38.0,55.0
572,2.0,2,919,,1982,290000,33.0,63.0
573,3.5,3,3620,10,2006,1350000,49.0,70.0
574,1.0,1,713,,1983,165000,37.0,53.0
575,2.5,3,1720,,2005,1099000,49.0,70.0
576,4.0,4,4000,,2006,1249900,40.0,54.0
577,1.5,4,1370,,1938,1900000,39.0,45.0
578,2.0,2,988,,1987,325000,49.0,62.0
579,2.5,9,2850,,1946,884990,39.0,36.0
580,3.0,3,1633,,2013,1100000,49.0,74.0
581,1.5,2,919,5,1982,179900,33.0,63.0
582,1.0,3,1140,,1940,850000,49.0,74.0
583,4.0,5,2690,,1960,875000,36.0,50.0
584,2.0,2,980,,1987,229950,41.0,55.0
585,2.75,4,2910,,1977,674900,19.0,17.0
586,3.0,4,1812,,1984,599950,28.0,19.0
587,3.5,5,3788,,1999,1300000,19.0,18.0
589,2.25,3,1750,,1973,439000,35.0,14.0
590,3.0,3,3390,9,1974,1099950,27.0,21.0
591,3.0,4,1900,12,1959,625000,43.0,33.0
592,1.75,2,1208,,1985,289000,41.0,62.0
593,2.5,4,2440,7,1977,522000,29.0,22.0
594,2.5,3,1944,,1995,700000,47.0,55.0
595,1.0,1,953,,2007,549000,49.0,83.0
596,2.5,4,2800,11,1970,599900,40.0,36.0
597,2.5,3,1920,,1986,475000,42.0,42.0
598,,,1040,,1986,230000,40.0,66.0
599,2.0,5,1500,,1961,,28.0,20.0
600,5.0,5,6170,,1978,1875000,0.0,17.0
601,2.0,3,1050,,1934,450000,38.0,47.0
602,1.0,1,798,,1985,185000,45.0,59.0
603,1.75,3,1100,,1982,599000,37.0,58.0
604,2.75,4,2820,17,1972,875000,44.0,12.0
605,2.5,4,3460,,2005,1400000,33.0,42.0
606,2.5,4,2200,,1977,799000,46.0,60.0
607,1.0,2,845,,1979,104900,38.0,56.0
608,2.25,3,1890,,1977,524950,35.0,7.0
609,2.75,4,2210,,1976,565000,19.0,16.0
610,2.0,3,1176,,1988,385000,42.0,20.0
611,2.25,4,1960,,1965,1300000,39.0,22.0
612,1.75,4,2500,,1964,514000,29.0,18.0
613,4.5,6,4693,17,2010,1963650,50.0,80.0
614,2.5,3,2879,,2006,1100000,39.0,47.0
615,2.0,3,1670,,1942,905000,49.0,65.0
616,1.0,2,1680,,1928,455000,37.0,50.0
617,4.0,4,3550,,2015,2470000,0.0,44.0
618,2.0,2,1229,,2007,699000,51.0,85.0
619,4.5,5,5110,,2003,799000,39.0,30.0
620,1.5,2,859,,1978,269000,41.0,65.0
621,3.5,4,3780,,2009,1500000,19.0,17.0
622,2.5,3,1183,,1988,,34.0,57.0
623,2.0,2,859,,1978,249500,41.0,65.0
624,2.5,2,1639,,2013,929990,38.0,44.0
625,1.0,1,713,5,1983,139800,37.0,53.0
626,1.5,3,1500,8,1958,498800,18.0,23.0
627,3.0,4,5190,,1982,,18.0,16.0
628,2.5,4,3400,9,2004,1500000,39.0,10.0
629,1.75,2,915,,1967,315000,46.0,51.0
631,1.5,2,938,8,1976,221000,42.0,61.0
632,2.0,2,1066,,1980,,43.0,21.0
633,2.5,4,1810,11,1987,750000,37.0,55.0
634,2.0,2,1322,,1996,489900,44.0,37.0
635,2.5,3,1980,,1975,550000,40.0,22.0
636,1.5,2,859,,1978,290000,41.0,65.0
637,2.0,4,2300,,1974,494900,46.0,52.0
638,2.0,3,1138,,1991,265000,41.0,40.0
639,3.25,4,4180,,2015,1928000,49.0,85.0
640,2.75,4,2666,7,2014,1890000,40.0,34.0
641,2.0,4,2200,,1928,700000,18.0,12.0
642,2.0,2,938,,1991,,41.0,40.0
644,2.5,3,1797,,2001,429500,28.0,38.0
645,4.25,4,4820,,2009,3500000,47.0,76.0
646,2.0,4,2020,,1956,799999,35.0,22.0
647,2.5,4,2520,,2003,800000,19.0,15.0
648,2.5,3,1740,,1996,559995,27.0,24.0
649,2.5,3,1540,,1988,589950,26.0,14.0
650,2.5,2,1180,7,1999,394500,35.0,32.0
651,1.0,2,885,6,1976,435000,43.0,48.0
652,3.0,5,2424,13,1973,728888,41.0,20.0
653,2.5,2,1500,,1986,520000,50.0,85.0
654,3.0,3,2430,9,1997,700000,39.0,41.0
655,1.75,2,861,,2003,255000,41.0,63.0
656,2.5,4,3170,,2008,899950,40.0,25.0
657,2.0,3,2650,,1949,3600000,0.0,34.0
658,1.5,2,870,,,282150,41.0,65.0
659,3.5,3,2190,8,1999,650000,41.0,23.0
661,3.5,5,4161,,1997,2200000,39.0,19.0
662,1.0,1,656,,1991,175000,44.0,56.0
663,2.0,3,1790,,1994,750000,32.0,16.0
664,1.0,2,940,6,1980,195000,38.0,52.0
665,1.0,2,940,6,1979,298500,50.0,73.0
666,3.0,4,1850,,1981,460000,32.0,16.0
667,1.75,4,1740,,1970,525000,39.0,40.0
668,1.75,2,935,,1983,199500,37.0,53.0
669,3.5,5,5090,,1990,1250000,28.0,34.0
670,1.5,2,1156,,1981,489000,50.0,87.0
671,3.0,3,1318,,1996,780000,51.0,80.0
673,1.0,3,1320,,1942,299000,33.0,44.0
674,4.5,4,4723,,1988,2088800,0.0,6.0
675,3.0,4,1690,,1997,385000,40.0,40.0
676,1.5,3,1460,,1950,425000,53.0,67.0
677,1.0,1,404,4,1958,215000,57.0,78.0
678,2.0,3,2640,,1911,895000,59.0,79.0
679,2.0,3,2590,,1919,1250000,55.0,71.0
680,2.5,4,2220,,2009,474900,33.0,59.0
681,1.5,3,1277,7,1982,169900,34.0,18.0
682,2.0,3,2660,,1951,905000,49.0,65.0
683,2.0,3,2760,8,1931,699500,53.0,81.0
684,1.5,3,1850,,1950,3500000,54.0,45.0
685,2.5,4,2650,9,1965,635000,47.0,59.0
686,1.0,3,1600,,1955,598000,45.0,35.0
687,1.75,4,2840,,1959,677500,38.0,46.0
688,4.5,4,4180,9,2013,2999988,51.0,80.0
689,4.0,5,4995,,1994,1600000,39.0,30.0
690,4.0,5,5500,,1999,3000000,0.0,45.0
691,2.25,5,2670,,1968,990000,36.0,4.0
692,1.75,3,1930,,1959,530000,44.0,63.0
693,2.5,3,1960,,2004,660000,63.0,80.0
694,2.0,2,1138,7,1995,385000,0.0,15.0
695,2.0,3,1730,8,1963,510000,42.0,38.0
696,3.0,5,4380,,1963,1495000,43.0,37.0
697,2.75,4,3100,,1966,1988888,38.0,19.0
698,2.0,2,1053,,1997,400000,49.0,36.0
699,1.75,5,2600,,1958,675000,50.0,85.0
700,3.0,4,2784,,1967,975000,38.0,9.0
701,2.0,3,1830,,1968,620000,0.0,31.0
702,2.0,2,1000,,2007,525000,57.0,91.0
703,2.0,2,1100,,2003,,58.0,85.0
704,2.75,4,2490,8,1958,349950,50.0,71.0
705,3.0,4,2640,,1991,539950,38.0,55.0
707,6.5,7,4100,18,1907,1350000,68.0,93.0
708,1.0,1,677,,1909,425000,67.0,98.0
709,2.0,2,934,,1996,349000,65.0,93.0
710,2.75,3,2180,,1954,715000,62.0,71.0
711,2.0,2,1750,,2012,1300000,60.0,71.0
712,2.5,2,1057,8,1985,459000,71.0,90.0
713,1.0,1,548,4,1923,260000,90.0,96.0
714,2.0,2,948,,1999,430000,60.0,90.0
715,1.0,1,821,,2007,,67.0,98.0
716,3.0,5,3210,,1932,,59.0,70.0
717,2.5,4,2517,,2004,715000,0.0,26.0
718,1.0,3,1100,5,1947,445000,44.0,45.0
719,2.5,4,2220,,1979,,33.0,3.0
720,2.5,4,2927,,2004,789900,0.0,32.0
721,2.0,3,1093,,1997,298000,33.0,2.0
722,2.0,2,1186,,2005,344900,33.0,1.0
723,2.5,3,1710,,2007,525000,34.0,66.0
724,2.5,3,3510,,2001,650000,0.0,5.0
725,1.5,2,1050,,2005,425000,0.0,41.0
726,2.5,4,2788,,1989,750000,27.0,21.0
727,3.75,4,4494,17,2013,2150000,0.0,8.0
728,3.0,6,3535,9,2004,875000,0.0,3.0
729,2.5,3,2324,,2012,743000,0.0,0.0
730,3.5,4,2720,10,2000,1250000,22.0,6.0
731,2.5,3,1810,,2010,535000,42.0,35.0
732,2.5,3,1890,,2006,649000,0.0,43.0
733,3.0,4,3230,,1967,649500,30.0,9.0
734,1.0,1,700,,2009,369950,90.0,96.0
735,1.0,1,545,2,1989,270000,68.0,78.0
736,1.5,2,1065,,1929,898000,65.0,64.0
737,1.0,,402,,2001,249999,100.0,97.0
738,2.0,3,1395,,1968,,58.0,71.0
739,1.75,2,1026,,2002,529500,60.0,61.0
740,1.0,1,613,2,1960,275000,68.0,80.0
741,1.75,4,2320,,1961,950000,45.0,60.0
742,2.25,3,1570,6,2013,529000,43.0,55.0
743,4.5,5,4390,20,2008,1500000,35.0,64.0
744,3.25,4,3490,,2006,1300000,36.0,69.0
745,2.0,4,2035,7,1968,679995,51.0,42.0
746,5.25,5,8928,,1982,2500000,49.0,51.0
747,2.5,2,1900,,2007,489000,0.0,3.0
748,2.0,4,2700,,1939,950900,30.0,3.0
749,1.0,1,777,,1972,,42.0,34.0
750,2.0,3,1300,,2002,399000,33.0,10.0
751,2.5,3,2620,8,2004,655000,0.0,16.0
752,2.5,3,2270,8,1988,675000,46.0,41.0
753,2.5,4,3140,,1985,860000,19.0,0.0
754,2.5,4,2510,,2001,699000,0.0,50.0
755,3.5,4,3934,13,1990,1286900,26.0,3.0
756,2.5,4,3760,12,1984,949900,20.0,0.0
757,2.0,2,1001,,1979,,51.0,74.0
758,2.5,3,1480,3,2003,475000,0.0,25.0
759,3.5,4,3596,,2015,965900,48.0,60.0
760,2.0,4,1840,,1976,555000,30.0,30.0
761,3.5,3,3500,,1993,775000,26.0,0.0
762,3.5,5,4300,9,1990,995950,0.0,8.0
763,2.75,5,2160,9,1963,520000,50.0,26.0
764,1.5,2,1025,,1972,315000,36.0,50.0
765,2.0,2,1895,,1989,465000,51.0,71.0
766,1.0,3,1810,,1950,2100000,0.0,5.0
767,1.0,1,825,,1979,,51.0,74.0
768,3.0,5,3270,9,2003,731000,0.0,46.0
769,3.5,4,3420,9,1988,925000,0.0,8.0
770,2.5,3,1669,,1995,,31.0,10.0
771,2.5,3,2618,,1989,550000,51.0,71.0
772,3.0,4,3077,9,1998,1199950,49.0,11.0
773,,,,,,350000,0.0,0.0
774,2.0,4,1690,6,1968,489950,39.0,52.0
775,2.75,4,2380,14,1978,505000,28.0,13.0
776,1.0,2,845,,1979,,38.0,51.0
777,3.75,4,3000,,1996,1315000,46.0,39.0
778,1.0,2,940,,1981,280000,35.0,15.0
779,1.0,1,867,,1980,,43.0,21.0
780,3.75,5,3951,,2011,899999,19.0,9.0
781,2.75,4,2240,9,1979,499950,28.0,12.0
782,2.0,2,908,,1990,255000,46.0,59.0
783,2.75,2,2348,,1995,1125000,50.0,88.0
784,4.0,4,2160,,1973,800000,38.0,52.0
785,2.5,3,2354,,2013,1200000,49.0,67.0
786,2.5,4,3790,,2008,1200000,31.0,30.0
787,1.75,3,1570,,1965,1000000,39.0,59.0
788,1.0,2,814,8,1976,550000,44.0,53.0
789,2.5,2,1220,,1982,318000,46.0,51.0
790,2.25,3,1620,,1982,548000,38.0,26.0
791,1.0,1,894,,1978,,46.0,67.0
792,2.75,4,1820,,1973,509950,42.0,20.0
793,1.0,1,739,,1987,175000,42.0,52.0
794,2.5,3,1898,,2008,534000,27.0,24.0
795,1.5,2,919,,1982,,33.0,63.0
796,1.75,3,1469,6,1969,400000,27.0,48.0
797,2.5,2,2100,6,2007,999000,49.0,83.0
798,1.0,2,872,,1977,,42.0,66.0
800,2.5,4,1630,,1972,395000,40.0,34.0
801,2.0,3,1530,8,1968,479000,34.0,21.0
802,2.0,2,1481,,1990,1099000,41.0,28.0
803,2.75,4,2810,,2013,699900,43.0,36.0
804,1.75,2,1208,,1985,295000,41.0,62.0
805,2.75,5,2500,9,1961,584000,37.0,22.0
806,2.5,3,1420,,2005,459950,35.0,32.0
807,3.0,3,3010,,2005,750000,36.0,19.0
808,2.0,2,938,,1991,,41.0,40.0
809,3.0,4,2650,,1988,950000,44.0,35.0
810,1.75,2,1228,,2007,679000,51.0,85.0
811,1.75,2,1294,7,1974,339900,39.0,43.0
812,2.5,4,2670,,2003,950000,40.0,23.0
813,2.5,3,1360,,1994,519000,41.0,43.0
814,1.75,2,1239,,2007,675000,51.0,85.0
